Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,negative regulation of B cell activation (GO:0050869),6/22,0.0024821741340357,0.0423034638535732,0,0,5.304871114480667,31.82190827715725,LYN;TYROBP;LAPTM5;FCGR2B;SAMSN1;TNFRSF21
GO_Biological_Process_2021,positive regulation of granulocyte chemotaxis (GO:0071624),6/22,0.0024821741340357,0.0423034638535732,0,0,5.304871114480667,31.82190827715725,CD74;CCL21;MDK;RAC2;NCKAP1L;THBS4
GO_Biological_Process_2021,regulation of macrophage chemotaxis (GO:0010758),6/22,0.0024821741340357,0.0423034638535732,0,0,5.304871114480667,31.82190827715725,CSF1R;MDK;RARRES2;CCL5;MIF;THBS1
GO_Biological_Process_2021,positive regulation of calcium ion transport (GO:0051928),8/37,0.0024914923496582,0.0423034638535732,0,0,3.905637158641636,23.413800354667604,CCR1;PDGFRB;P2RX7;CXCL12;P2RX4;STIM2;CCL5;CCL2
GO_Biological_Process_2021,negative regulation of epithelial cell proliferation (GO:0050680),12/72,0.0025744692054467,0.0423901512808456,0,0,2.835491241431836,16.905516072665456,TGFBR3;SPARC;SFRP2;MAGED1;TNMD;SNAI2;APOE;MCC;SULF1;SCG2;THBS1;ROBO1
GO_Biological_Process_2021,chemokine (C-X-C motif) ligand 12 signaling pathway (GO:0038146),3/5,0.0026214277601897,0.0423901512808456,0,0,21.18721633888049,125.93758011163828,CXCL12;STK39;CXCR4
GO_Biological_Process_2021,membrane raft distribution (GO:0031580),3/5,0.0026214277601897,0.0423901512808456,0,0,21.18721633888049,125.93758011163828,CD2;PTPRC;MAL
GO_Biological_Process_2021,negative regulation of dendritic cell differentiation (GO:2001199),3/5,0.0026214277601897,0.0423901512808456,0,0,21.18721633888049,125.93758011163828,TMEM176B;TMEM176A;FCGR2B
GO_Biological_Process_2021,negative regulation of leukocyte differentiation (GO:1902106),3/5,0.0026214277601897,0.0423901512808456,0,0,21.18721633888049,125.93758011163828,TMEM176B;TMEM176A;FCGR2B
GO_Biological_Process_2021,negative regulation of myelination (GO:0031642),3/5,0.0026214277601897,0.0423901512808456,0,0,21.18721633888049,125.93758011163828,TMEM98;JAM2;TNFRSF21
GO_Biological_Process_2021,postsynaptic endocytosis (GO:0140239),3/5,0.0026214277601897,0.0423901512808456,0,0,21.18721633888049,125.93758011163828,MX2;MX1;DNM1
GO_Biological_Process_2021,postsynaptic neurotransmitter receptor internalization (GO:0098884),3/5,0.0026214277601897,0.0423901512808456,0,0,21.18721633888049,125.93758011163828,MX2;MX1;DNM1
GO_Biological_Process_2021,regulation of cellular response to vascular endothelial growth factor stimulus (GO:1902547),3/5,0.0026214277601897,0.0423901512808456,0,0,21.18721633888049,125.93758011163828,CD63;ADAMTS12;TSPAN12
GO_Biological_Process_2021,regulation of endothelial tube morphogenesis (GO:1901509),3/5,0.0026214277601897,0.0423901512808456,0,0,21.18721633888049,125.93758011163828,CXCL10;ADAMTS12;FOXP1
GO_Biological_Process_2021,regulation of neutrophil activation (GO:1902563),3/5,0.0026214277601897,0.0423901512808456,0,0,21.18721633888049,125.93758011163828,SYK;PLA2G2A;FCGR2B
GO_Biological_Process_2021,regulation of neutrophil degranulation (GO:0043313),3/5,0.0026214277601897,0.0423901512808456,0,0,21.18721633888049,125.93758011163828,ITGAM;SYK;ITGB2
GO_Biological_Process_2021,positive regulation of smooth muscle cell proliferation (GO:0048661),9/46,0.0028344108387185,0.0446392941757587,0,0,3.4449601577261157,20.2078647549426,PDGFRB;DNMT1;GJA1;CCL5;IGF1;AIF1;FGF2;THBS1;FOXP1
GO_Biological_Process_2021,chondroitin sulfate metabolic process (GO:0030204),7/30,0.0029098640401735,0.0446392941757587,0,0,4.307052846869433,25.15167650767173,CSGALNACT1;UGDH;VCAN;CHSY1;DSEL;BGN;DCN
GO_Biological_Process_2021,heterotypic cell-cell adhesion (GO:0034113),7/30,0.0029098640401735,0.0446392941757587,0,0,4.307052846869433,25.15167650767173,CD2;VCAM1;ITGB2;PARVA;LILRB2;CD200;JAM3
GO_Biological_Process_2021,positive regulation of B cell proliferation (GO:0030890),7/30,0.0029098640401735,0.0446392941757587,0,0,4.307052846869433,25.15167650767173,CD74;PTPRC;CD81;GPR183;NCKAP1L;MIF;TNFSF13B
GO_Biological_Process_2021,B cell homeostasis (GO:0001782),4/10,0.0029138778529452,0.0446392941757587,0,0,9.421650264950795,55.00614270333146,DOCK10;LYN;DOCK11;NCKAP1L
GO_Biological_Process_2021,chondroitin sulfate proteoglycan metabolic process (GO:0050654),4/10,0.0029138778529452,0.0446392941757587,0,0,9.421650264950795,55.00614270333146,CSGALNACT1;DSEL;PXYLP1;XYLT1
GO_Biological_Process_2021,I-kappaB phosphorylation (GO:0007252),4/10,0.0029138778529452,0.0446392941757587,0,0,9.421650264950795,55.00614270333146,PRDX4;TLR7;TLR4;TLR2
GO_Biological_Process_2021,immunoglobulin mediated immune response (GO:0016064),4/10,0.0029138778529452,0.0446392941757587,0,0,9.421650264950795,55.00614270333146,CD74;FCER1G;CD81;FCGR2B
GO_Biological_Process_2021,myelin maintenance (GO:0043217),4/10,0.0029138778529452,0.0446392941757587,0,0,9.421650264950795,55.00614270333146,EPB41L3;CXCR4;DEGS1;CLU
GO_Biological_Process_2021,positive regulation by symbiont of entry into host (GO:0075294),4/10,0.0029138778529452,0.0446392941757587,0,0,9.421650264950795,55.00614270333146,CD74;CD4;LGALS1;TRIM38
GO_Biological_Process_2021,positive regulation of cell activation (GO:0050867),4/10,0.0029138778529452,0.0446392941757587,0,0,9.421650264950795,55.00614270333146,SELP;PLEK;PLA2G4A;TLR4
GO_Biological_Process_2021,positive regulation of viral entry into host cell (GO:0046598),4/10,0.0029138778529452,0.0446392941757587,0,0,9.421650264950795,55.00614270333146,CD74;CD4;LGALS1;TRIM38
GO_Biological_Process_2021,regulation of granulocyte differentiation (GO:0030852),4/10,0.0029138778529452,0.0446392941757587,0,0,9.421650264950795,55.00614270333146,ADIPOQ;HCLS1;EVI2B;C1QC
GO_Biological_Process_2021,renal filtration (GO:0097205),4/10,0.0029138778529452,0.0446392941757587,0,0,9.421650264950795,55.00614270333146,TBC1D8B;SULF1;CD34;SULF2
GO_Biological_Process_2021,negative regulation of innate immune response (GO:0045824),8/38,0.0029756689449935,0.0447454698511725,0,0,3.775246772968869,21.961691746035825,IFI16;OAS1;SERPING1;ISG15;VSIG4;NMI;SAMHD1;USP18
GO_Biological_Process_2021,eosinophil chemotaxis (GO:0048245),5/16,0.0029864536054186,0.0447454698511725,0,0,6.426997245179064,37.36443259511073,CCL8;CCL21;CCL5;CCL2;SCG2
GO_Biological_Process_2021,eosinophil migration (GO:0072677),5/16,0.0029864536054186,0.0447454698511725,0,0,6.426997245179064,37.36443259511073,CCL8;CCL21;CCL5;CCL2;SCG2
GO_Biological_Process_2021,positive regulation of alpha-beta T cell proliferation (GO:0046641),5/16,0.0029864536054186,0.0447454698511725,0,0,6.426997245179064,37.36443259511073,SYK;CD81;HLA-A;HLA-E;TGFBR2
GO_Biological_Process_2021,regulation of monocyte differentiation (GO:0045655),5/16,0.0029864536054186,0.0447454698511725,0,0,6.426997245179064,37.36443259511073,CD74;CD4;MYC;IRF7;FOXP1
GO_Biological_Process_2021,regulation of cell motility (GO:2000145),18/133,0.0029866914845445,0.0447454698511725,0,0,2.2226805495492497,12.92175126258911,BEX4;CSF1R;HACE1;SERPINE2;CCL21;RCC2;TWIST1;FBLN1;PRKX;FGF2;DOCK10;KIF2A;ERBB3;TMSB4X;ENPP2;PLXNB2;AMOTL2;TMSB10
GO_Biological_Process_2021,positive regulation of plasma membrane bounded cell projection assembly (GO:0120034),13/83,0.0030699435232415,0.0457085038117675,0,0,2.633547473867596,15.23795880429148,CYFIP1;TENM1;CCL21;FMR1;EPS8;P2RX7;DOCK11;ANLN;CDC42EP5;CDC42EP3;RAC2;FSCN1;PLCE1
GO_Biological_Process_2021,regulation of protein phosphorylation (GO:0001932),30/266,0.0030734061458709,0.0457085038117675,0,0,1.8099928015182247,10.470751954958883,CSF1R;FMR1;ITGB2;FBLN1;FGF2;C3;CCND2;GPNMB;PLCE1;FYN;LYN;WWTR1;CD74;PRNP;NPM1;IGFBP3;RARRES2;ADIPOQ;FN1;PLAUR;VEGFC;MOB1B;CD4;MYADM;TMEM119;FAS;PLXNB2;FAM20A;WDFY2;PPIL4
GO_Biological_Process_2021,sulfur compound biosynthetic process (GO:0044272),16/113,0.0031502248405333,0.046680604455176,0,0,2.3410331330282816,13.485009731761757,CSGALNACT1;LUM;GLCE;OMD;AKR1A1;BGN;KERA;DCN;PAPSS1;UGDH;HPGDS;VCAN;CHSY1;DSEL;OGN;CDO1
GO_Biological_Process_2021,chemokine-mediated signaling pathway (GO:0070098),10/56,0.0034177669169488,0.0502794230561972,0,0,3.079682592163994,17.4888026140228,CCR1;CXCL10;CXCL9;CCL8;CXCL12;CCL21;CCL5;STK39;CCL2;CCL18
GO_Biological_Process_2021,peptidyl-tyrosine modification (GO:0018212),10/56,0.0034177669169488,0.0502794230561972,0,0,3.079682592163994,17.4888026140228,PDGFRB;LYN;HCK;TPST1;CSF1R;EFEMP1;SYK;KIT;FYN;DDR2
GO_Biological_Process_2021,regulation of protein tyrosine kinase activity (GO:0061097),8/39,0.0035300193715434,0.0516216556102807,0,0,3.653268670242732,20.628005898692685,CSF1R;PRNP;PTPRC;RAP2B;ERBB3;MVP;SH3BP5;THY1
GO_Biological_Process_2021,positive regulation of locomotion (GO:0040017),7/31,0.0035470094652462,0.0516216556102807,0,0,4.127371016691957,23.285184490375126,PDGFRB;CSF1R;CCL21;RARRES2;TWIST1;AIF1;THBS1
GO_Biological_Process_2021,positive regulation of mononuclear cell migration (GO:0071677),7/31,0.0035470094652462,0.0516216556102807,0,0,4.127371016691957,23.285184490375126,CCR1;CXCL10;CXCL12;CCL5;AIF1;JAM2;LGMN
GO_Biological_Process_2021,cellular component disassembly (GO:0022411),11/66,0.0038238814457027,0.0552564428767326,0,0,2.834094368340944,15.775955939621603,ADAMTS5;CMA1;CTSK;TIMP2;HTRA1;ADAM10;CAPG;TIMP1;LCP1;CTSS;CD44
GO_Biological_Process_2021,extracellular matrix disassembly (GO:0022617),11/66,0.0038238814457027,0.0552564428767326,0,0,2.834094368340944,15.775955939621603,ADAMTS5;CMA1;CTSK;TIMP2;HTRA1;ADAM10;CAPG;TIMP1;LCP1;CTSS;CD44
GO_Biological_Process_2021,positive regulation of interferon-gamma production (GO:0032729),10/57,0.0039040329757598,0.0560173745641604,0,0,3.0139956314214063,16.714851696691156,PYCARD;CD2;HLA-DPB1;TLR7;ISG15;BTN3A2;HLA-A;CD14;TLR4;HLA-DPA1
GO_Biological_Process_2021,regulation of bone mineralization (GO:0030500),10/57,0.0039040329757598,0.0560173745641604,0,0,3.0139956314214063,16.714851696691156,SRGN;CCR1;P2RX7;OSR2;TMEM119;TWIST1;ISG15;PTN;GPM6B;DDR2
GO_Biological_Process_2021,skeletal system development (GO:0001501),20/158,0.0039829325930154,0.0560483121224472,0,0,2.0586373479926703,11.375488354634172,VKORC1;XYLT1;EN1;SOX11;IGF1;SULF1;BMP5;PAPSS1;SULF2;COL1A1;GJA1;VCAN;COL1A2;FRZB;CDH11;CHI3L1;PPIB;SOX4;CD44;FBN1
GO_Biological_Process_2021,extracellular matrix assembly (GO:0085029),6/24,0.0039959987710821,0.0560483121224472,0,0,4.7149355572403335,26.038051154156808,MFAP4;PXDN;NTN4;LAMB1;FBLN5;GPM6B
GO_Biological_Process_2021,positive regulation of viral life cycle (GO:1903902),6/24,0.0039959987710821,0.0560483121224472,0,0,4.7149355572403335,26.038051154156808,CD74;CD4;LGALS1;FMR1;TRIM38;KPNA2
GO_Biological_Process_2021,negative regulation of amyloid-beta formation (GO:1902430),5/17,0.0040024684239588,0.0560483121224472,0,0,5.891098484848484,32.523835736469685,PRNP;RTN1;IGF1;APOE;CLU
GO_Biological_Process_2021,negative regulation of phagocytosis (GO:0050765),5/17,0.0040024684239588,0.0560483121224472,0,0,5.891098484848484,32.523835736469685,PLSCR1;ADIPOQ;CD47;FCGR2B;TLR2
GO_Biological_Process_2021,negative regulation of viral entry into host cell (GO:0046597),5/17,0.0040024684239588,0.0560483121224472,0,0,5.891098484848484,32.523835736469685,IFITM3;IFITM1;IFITM2;PTX3;LY6E
GO_Biological_Process_2021,stem cell development (GO:0048864),5/17,0.0040024684239588,0.0560483121224472,0,0,5.891098484848484,32.523835736469685,PTPRC;FAM172A;SNAI2;SOX11;SOX8
GO_Biological_Process_2021,positive regulation of cellular biosynthetic process (GO:0031328),22/180,0.0040189575600792,0.0560864796483656,0,0,1.9787539951620892,10.916256916653108,PDGFRB;EGR1;NPM1;NNMT;CCL21;FMR1;IGF1;CLU;FGF2;HIF1A;THBS1;ASS1;RBM3;ZEB2;P2RX4;DDAH2;MYC;CCL5;PLXNB2;VIM;TLR4;SOX4
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),68/742,0.0040842417136014,0.0568030204195417,0,0,1.4448087741289728,7.94734287597185,TNFAIP8;ARL6IP1;CLU;IFIT3;IFIT2;PYCARD;LGALS1;RASSF2;CCND2;CASP6;MYC;CASP3;TNFSF10;CASP1;CYP1B1;SOX8;PHLDA1;TMEM14A;SOX4;MAP3K5;BOK;BNIP3L;ANXA1;PRMT2;DAPK1;RIPK2;IGFBP3;ANXA5;PLAUR;ADAM10;MIF;DUSP6;SFRP4;TIAM1;HCK;SFRP2;PAX7;DDAH2;ARHGEF3;GAS1;CD44;BEX2;MAGED1;IFI6;THBS1;SOCS2;WRN;CALHM2;FRZB;NCKAP1L;BID;ZNF268;CD74;PRELID1;EGLN3;NPM1;EGR3;GADD45A;PLK2;GZMA;IGF1;CXCL10;TP53I3;STK17B;PPT1;FAS;EVI2B;MYD88
GO_Biological_Process_2021,positive regulation of angiogenesis (GO:0045766),16/116,0.0041020095170995,0.0568560842931315,0,0,2.2704354469060357,12.478945076615425,SMAD1;BTG1;VASH2;TWIST1;VEGFC;FGF2;HIF1A;F3;THBS1;SFRP2;MDK;APLNR;CYP1B1;CHI3L1;CD34;SASH1
GO_Biological_Process_2021,negative regulation of blood coagulation (GO:0030195),8/40,0.0041610582908364,0.057284839645806,0,0,3.538914198936978,19.4002775283496,SERPINE2;PLAU;PLAUR;SERPING1;PLAT;APOE;CD34;F3
GO_Biological_Process_2021,sulfur compound catabolic process (GO:0044273),8/40,0.0041610582908364,0.057284839645806,0,0,3.538914198936978,19.4002775283496,VCAN;LUM;OMD;OGN;GADL1;BGN;KERA;DCN
GO_Biological_Process_2021,regulation of interferon-gamma production (GO:0032649),13/86,0.004206040235121,0.0577091379061214,0,0,2.52491229535583,13.814385077347788,PRNP;LAPTM5;ISG15;BTN3A2;HLA-A;PYCARD;CD2;HLA-DPB1;TLR7;CD47;CD14;TLR4;HLA-DPA1
GO_Biological_Process_2021,embryonic eye morphogenesis (GO:0048048),4/11,0.0043403772369388,0.0589567908017529,0,0,8.075267654374391,43.927792645239165,MFAP5;EFEMP1;MFAP2;FBN1
GO_Biological_Process_2021,positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770),4/11,0.0043403772369388,0.0589567908017529,0,0,8.075267654374391,43.927792645239165,IL33;CCL2;TLR4;TLR2
GO_Biological_Process_2021,positive regulation of transforming growth factor beta production (GO:0071636),4/11,0.0043403772369388,0.0589567908017529,0,0,8.075267654374391,43.927792645239165,ATP6AP2;CD34;THBS1;CD200
GO_Biological_Process_2021,regulation of interferon-beta production (GO:0032648),9/49,0.0044234060585463,0.0598849823540737,0,0,3.186075227963526,17.271220855407943,PYCARD;RNF135;OAS1;RIPK2;IRF7;TLR7;ISG15;TLR4;TLR2
GO_Biological_Process_2021,fat cell differentiation (GO:0045444),10/58,0.0044433989871669,0.0599564598433957,0,0,2.951045627376426,15.98385365924235,C1QTNF3;CEBPA;TCF7L2;EGR2;STEAP4;MAFB;ADIPOQ;SOX8;METRNL;PSMB8
GO_Biological_Process_2021,cellular protein metabolic process (GO:0044267),42/417,0.0045099303508613,0.0606533537285805,0,0,1.597505845674201,8.628885601500228,RPL3;SDC2;SRBD1;UBE2L6;PLAT;CSF2RB;RPS4Y1;CHRDL1;C3;CST3;LGALS1;DMBT1;PENK;SPP1;ST8SIA4;GPC3;IGFBP7;TIMP1;APOE;APOL1;MANBA;PARP4;GOLM1;IGFBP4;IGFBP3;FN1;SHISA5;ADAM10;LAMB1;IGF1;EEF1A1;VCAN;LOX;UBE2S;MXRA8;CPE;MAN2B1;FBXL2;SCG2;RPS24;LGMN;FBN1
GO_Biological_Process_2021,post-translational protein modification (GO:0043687),36/345,0.0046794681569055,0.0627264234848353,0,0,1.6599908109695931,8.905138261342904,SDC2;KLHL13;HIF1A;CHRDL1;C3;CST3;SOCS2;SOCS3;LGALS1;PENK;GPC3;SPP1;IGFBP7;APOE;TIMP1;APOL1;RAB8A;GOLM1;IGFBP4;IGFBP3;FN1;SHISA5;KLHL2;ADAM10;LAMB1;FBXL13;PSMB8;SUMF1;PSMB9;VCAN;CCDC8;MXRA8;SCG2;DTL;FBXL7;FBN1
GO_Biological_Process_2021,positive regulation of programmed cell death (GO:0043068),31/286,0.0047985428836025,0.0641116795104274,0,0,1.7305209564505863,9.240017960670263,TNFAIP8;CLU;IFIT2;PYCARD;RASSF2;CALHM2;FRZB;CASP3;TNFSF10;CYP1B1;BID;ZNF268;PHLDA1;SOX4;MAP3K5;BOK;BNIP3L;PRMT2;SYK;DAPK1;GADD45A;IGFBP3;GZMA;LAPTM5;DUSP6;SFRP4;TIAM1;SFRP2;STK17B;ARHGEF3;FAS
GO_Biological_Process_2021,negative regulation of macromolecule metabolic process (GO:0010605),23/194,0.0048438076253728,0.0644848185990784,0,0,1.9115530762389843,10.18868144151799,CCR1;MSR1;DNMT1;SLC2A10;TET1;ADAM10;SOX11;MIF;IGF1;LILRB2;PARP9;HIF1A;POU4F1;FGF2;ROBO1;FOXP1;SFRP2;CILP;APLNR;MYADM;APOE;CD34;LGMN
GO_Biological_Process_2021,T cell differentiation (GO:0030217),8/41,0.004875485140304,0.0644848185990784,0,0,3.431490301649755,18.267660999868877,LFNG;CD4;ANXA1;FCER1G;PTPRC;CD8A;KIT;SOX4
GO_Biological_Process_2021,positive regulation of apoptotic process (GO:0043065),33/310,0.004877502119859,0.0644848185990784,0,0,1.696454717170927,9.030435513236135,TNFAIP8;BTG1;CLU;IFIT2;PYCARD;RASSF2;CALHM2;FRZB;CASP3;TNFSF10;CYP1B1;BID;ZNF268;PHLDA1;SOX4;MAP3K5;BOK;BNIP3L;PRNP;PRMT2;DAPK1;GADD45A;IGFBP3;GZMA;ADIPOQ;DUSP6;SFRP4;TIAM1;SFRP2;FAP;STK17B;ARHGEF3;FAS
GO_Biological_Process_2021,cell junction disassembly (GO:0150146),3/6,0.0049847160389471,0.0644848185990784,0,0,14.124054462934946,74.8769634689162,C1QB;C1QA;C1QC
GO_Biological_Process_2021,cellular response to bacterial lipopeptide (GO:0071221),3/6,0.0049847160389471,0.0644848185990784,0,0,14.124054462934946,74.8769634689162,TLR1;CD14;TLR2
GO_Biological_Process_2021,glomerular epithelial cell differentiation (GO:0072311),3/6,0.0049847160389471,0.0644848185990784,0,0,14.124054462934946,74.8769634689162,BASP1;CD24;PROM1
GO_Biological_Process_2021,L-serine biosynthetic process (GO:0006564),3/6,0.0049847160389471,0.0644848185990784,0,0,14.124054462934946,74.8769634689162,PSAT1;PSPH;SERINC5
GO_Biological_Process_2021,peptide antigen assembly with MHC protein complex (GO:0002501),3/6,0.0049847160389471,0.0644848185990784,0,0,14.124054462934946,74.8769634689162,HLA-DMA;HLA-DMB;HLA-DRA
GO_Biological_Process_2021,protection from natural killer cell mediated cytotoxicity (GO:0042270),3/6,0.0049847160389471,0.0644848185990784,0,0,14.124054462934946,74.8769634689162,HLA-B;HLA-A;HLA-E
GO_Biological_Process_2021,renal filtration cell differentiation (GO:0061318),3/6,0.0049847160389471,0.0644848185990784,0,0,14.124054462934946,74.8769634689162,BASP1;CD24;PROM1
GO_Biological_Process_2021,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),12/78,0.0050558959874433,0.0651986586988341,0,0,2.576888458076577,13.624525156626063,CLEC4A;VAMP8;FCER1G;NCF2;NCF4;HLA-B;HLA-C;TAP1;HLA-A;PSMB8;HLA-E;PSMB9
GO_Biological_Process_2021,positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427),7/33,0.0051331820737099,0.0659864888024231,0,0,3.8094723940702697,20.083650935544977,CCL5;IL10RA;KIT;CYP1B1;OCIAD2;CRLF3;PIBF1
GO_Biological_Process_2021,negative regulation of signal transduction by p53 class mediator (GO:1901797),5/18,0.0052433401596565,0.0669799722589353,0,0,5.437645687645688,28.551971209611043,CD74;TWIST1;SNAI2;MIF;CD44
GO_Biological_Process_2021,positive regulation of cell adhesion mediated by integrin (GO:0033630),5/18,0.0052433401596565,0.0669799722589353,0,0,5.437645687645688,28.551971209611043,SFRP2;CCL21;SYK;CCL5;NCKAP1L
GO_Biological_Process_2021,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280),16/119,0.0052773574665877,0.067203848988578,0,0,2.2039502473540167,11.558241929851343,EGLN3;SYK;DAPK1;LAPTM5;F3;ROBO1;PYCARD;DAP;MYC;CASP4;TNFSF10;CASP1;FAS;BID;MAP3K5;BOK
GO_Biological_Process_2021,positive regulation of inflammatory response (GO:0050729),13/89,0.0056592422938849,0.0718424060672313,0,0,2.42485357830552,12.54732061623976,CEBPA;IL33;CD81;PLA2G2A;NMI;OSMR;VAMP8;MDK;AGTR1;TLR7;CD47;TLR4;TLR2
GO_Biological_Process_2021,regulation of amyloid-beta formation (GO:1902003),7/34,0.0061015065398435,0.0755305834723355,0,0,3.66818411734952,18.704876217564,PRNP;RTN1;CASP3;GSAP;APOE;IGF1;CLU
GO_Biological_Process_2021,proteoglycan metabolic process (GO:0006029),6/26,0.0061021441812342,0.0755305834723355,0,0,4.242987111448067,21.635479498234897,CSGALNACT1;XYLT1;IGF1;ADAMTS12;SULF1;SULF2
GO_Biological_Process_2021,regulation of myelination (GO:0031641),6/26,0.0061021441812342,0.0755305834723355,0,0,4.242987111448067,21.635479498234897,EGR2;TENM4;TMEM98;PTN;JAM2;TNFRSF21
GO_Biological_Process_2021,actin crosslink formation (GO:0051764),4/12,0.0061721924653466,0.0755305834723355,0,0,7.06548069644209,35.94705434471579,EPS8;GAS2L3;LCP1;AIF1
GO_Biological_Process_2021,cell cycle checkpoint signaling (GO:0000075),4/12,0.0061721924653466,0.0755305834723355,0,0,7.06548069644209,35.94705434471579,ZWILCH;PLK2;NABP1;ZWINT
GO_Biological_Process_2021,dermatan sulfate biosynthetic process (GO:0030208),4/12,0.0061721924653466,0.0755305834723355,0,0,7.06548069644209,35.94705434471579,VCAN;DSEL;BGN;DCN
GO_Biological_Process_2021,keratan sulfate catabolic process (GO:0042340),4/12,0.0061721924653466,0.0755305834723355,0,0,7.06548069644209,35.94705434471579,LUM;OGN;OMD;KERA
GO_Biological_Process_2021,macrophage chemotaxis (GO:0048246),4/12,0.0061721924653466,0.0755305834723355,0,0,7.06548069644209,35.94705434471579,EDNRB;CCL5;CCL2;CKLF
GO_Biological_Process_2021,modulation by host of viral process (GO:0044788),4/12,0.0061721924653466,0.0755305834723355,0,0,7.06548069644209,35.94705434471579,IFI27;PTX3;APOE;PPIB
GO_Biological_Process_2021,negative regulation of B cell proliferation (GO:0030889),4/12,0.0061721924653466,0.0755305834723355,0,0,7.06548069644209,35.94705434471579,LYN;TYROBP;FCGR2B;TNFRSF21
GO_Biological_Process_2021,negative regulation of leukocyte apoptotic process (GO:2000107),4/12,0.0061721924653466,0.0755305834723355,0,0,7.06548069644209,35.94705434471579,CXCL12;CCL21;IRF7;HCLS1
GO_Biological_Process_2021,protein mono-ADP-ribosylation (GO:0140289),4/12,0.0061721924653466,0.0755305834723355,0,0,7.06548069644209,35.94705434471579,PARP4;PARP9;PARP12;PARP8
GO_Biological_Process_2021,regulation of NIK/NF-kappaB signaling (GO:1901222),12/80,0.0062134584918129,0.0758079142339455,0,0,2.5008288159132657,12.706805282490144,CD86;C1QTNF3;RASSF2;TMSB4X;TSPAN6;LAPTM5;TLR7;CD14;NMI;TLR4;SASH1;TLR2
GO_Biological_Process_2021,positive regulation of cell motility (GO:2000147),25/221,0.0062479475832771,0.076001153438371,0,0,1.8130886970172684,9.20233577174951,CSF1R;TWIST1;AIF1;THBS1;CXCL16;GPNMB;PLAU;MDK;PDGFD;CCL5;ZNF268;CCR1;PDGFRB;CCL21;ADAM10;LAMB1;IGF1;F3;ADRA2A;COL1A1;TIAM1;CXCL12;KIT;MYADM;SNAI2
GO_Biological_Process_2021,regulation of Wnt signaling pathway (GO:0030111),15/111,0.0064721693194476,0.078494315406991,0,0,2.216006679389313,11.169214231750551,ATP6AP2;SHISA2;SULF1;SULF2;SFRP4;TIAM1;HHEX;SFRP2;MDFIC;FRZB;SPIN1;GPC3;WLS;DACT1;TLR2
GO_Biological_Process_2021,negative regulation of proteolysis (GO:0045861),8/43,0.0065820365874587,0.0795899082904878,0,0,3.235058032324547,16.25102633090145,CST3;PRNP;CSTA;SERPINE2;TIMP2;GAS1;PLAT;TIMP1
GO_Biological_Process_2021,myeloid cell activation involved in immune response (GO:0002275),5/19,0.0067333565310475,0.0799165339628206,0,0,5.048971861471862,25.248300272786253,PYCARD;FCER1G;TYROBP;SYK;NMI
GO_Biological_Process_2021,negative regulation of amyloid precursor protein catabolic process (GO:1902992),5/19,0.0067333565310475,0.0799165339628206,0,0,5.048971861471862,25.248300272786253,PRNP;RTN1;IGF1;APOE;CLU
GO_Biological_Process_2021,negative regulation of immune system process (GO:0002683),5/19,0.0067333565310475,0.0799165339628206,0,0,5.048971861471862,25.248300272786253,LYN;COL3A1;LILRB2;FCGR2B;CD200
GO_Biological_Process_2021,positive regulation of leukocyte activation (GO:0002696),5/19,0.0067333565310475,0.0799165339628206,0,0,5.048971861471862,25.248300272786253,CD2;CEBPA;IL33;THBS1;TLR4
GO_Biological_Process_2021,prostaglandin biosynthetic process (GO:0001516),5/19,0.0067333565310475,0.0799165339628206,0,0,5.048971861471862,25.248300272786253,CD74;HPGDS;PLA2G4A;MIF;PTGDS
GO_Biological_Process_2021,regulation of insulin-like growth factor receptor signaling pathway (GO:0043567),5/19,0.0067333565310475,0.0799165339628206,0,0,5.048971861471862,25.248300272786253,IGFBP4;CILP;IGFBP3;IGF1;BMP5
GO_Biological_Process_2021,myeloid leukocyte differentiation (GO:0002573),11/71,0.0067463282658184,0.0799165339628206,0,0,2.5972222222222223,12.982882459280004,CEBPA;CSF1R;CDKN1A;CD4;TYROBP;IFI16;GPR183;KIT;SNX10;FOXP1;TGFBR2
GO_Biological_Process_2021,activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919),12/81,0.0068658874953166,0.0810970769374358,0,0,2.4644524653134208,12.27590590138866,PYCARD;EGLN3;DAP;CASP4;CASP1;TNFSF10;LAPTM5;FAS;BID;F3;ROBO1;BOK
GO_Biological_Process_2021,regulation of MAPK cascade (GO:0043408),20/166,0.0069148841596055,0.0814397484115391,0,0,1.9449955387603,9.674561592910605,LYN;CD74;SYK;NRK;ATP6AP2;LPAR1;FN1;LAPTM5;IGF1;FGF2;ADRA2A;TGFBR3;P2RX7;SPRED1;CD4;PTPRC;KIT;FAS;ROR1;CD24
